"","FileName","VoiceVote","VoiceLevel","FaceVote","FaceLevel","MultiModalVote","MultiModalLevel"
"5250","1065_TIE_FEA_XX","N","68.57","F","52.8","N","84.43"
"5251","1065_TIE_DIS_XX","N","67.86","F","76.5","D","60.5"
"5252","1065_IOM_NEU_XX","N","64.44","N","67.67","N","81"
"5253","1065_IOM_HAP_XX","N","74.17","H","75","H","68.2"
"5254","1065_IOM_SAD_XX","N","73.25","N","76.2","N","72.78"
"5255","1065_IOM_ANG_XX","A","65.5","A","29","A","57.67"
"5256","1065_IOM_FEA_XX","N","79.33","F","41.2","N","64.2"
"5257","1065_IOM_DIS_XX","N","71.25","F:S","73.2:81.2","F","62.43"
"5258","1065_IWW_NEU_XX","N","68.38","N","66.75","N","50.12"
"5259","1065_IWW_HAP_XX","H","47.5","H","75.75","H","80.62"
"5260","1065_IWW_SAD_XX","N","66.8","N","67","F","55.33"
"5261","1065_IWW_ANG_XX","A","75.43","D","70.33","A","71"
"5262","1065_IWW_FEA_XX","D","51.33","F","60.75","F","75.29"
"5263","1065_IWW_DIS_XX","F:N","28.67:83.67","F","64","F","53.4"
"5264","1065_TAI_NEU_XX","N","71","N","47.33","N","70"
"5265","1065_TAI_HAP_XX","F","26.67","H","77.33","H","65.14"
"5266","1065_TAI_SAD_XX","N","71.33","F:N","44.75:48.25","F","56.33"
"5267","1065_TAI_ANG_XX","A","46","A","55.8","A","77.67"
"5268","1065_TAI_FEA_XX","N","51.25","F","69.71","F","56.57"
"5269","1065_TAI_DIS_XX","N","50.17","D:F:S","71:60:73","F","50.33"
"5270","1065_MTI_NEU_XX","N","71.33","N","73.88","N","78"
"5271","1065_MTI_HAP_XX","H","52.5","H","81.86","H","68.5"
"5272","1065_MTI_SAD_XX","N","84.71","N","70.29","N","70.86"
"5273","1065_MTI_ANG_XX","A","54.29","D","72.83","A","73"
"5274","1065_MTI_FEA_XX","N","69.17","F","58.5","F","72"
"5275","1065_MTI_DIS_XX","N","73.17","F","65.57","F","47.57"
"5276","1065_IWL_NEU_XX","N","81.1","N","60.14","N","81.67"
"5277","1065_IWL_HAP_XX","H","51","H","68","H","69.78"
"5278","1065_IWL_SAD_XX","N","47.2","N","61.43","N","70.33"
"5279","1065_IWL_ANG_XX","A","64.83","A","44","A","61.2"
"5280","1065_IWL_FEA_XX","N","82.2","N","68.83","N","71.67"
"5281","1065_IWL_DIS_XX","N","78.2","S","65.6","D","58.5"
"5282","1065_ITH_NEU_XX","N","76.17","N","64.83","F:N","52.4:76.2"
"5283","1065_ITH_HAP_XX","F","65.25","H","81.11","H","75.25"
"5284","1065_ITH_SAD_XX","N","64","N","83","N","80.25"
"5285","1065_ITH_ANG_XX","A","57","A","77.14","A","60.43"
"5286","1065_ITH_FEA_XX","N","67","F","53.86","F","50.8"
"5287","1065_ITH_DIS_XX","N","43.6","D","70.5","D:F","60.25:65.25"
"5288","1065_DFA_NEU_XX","N","56.38","N","79.4","N","82.89"
"5289","1065_DFA_HAP_XX","N","60.57","H","75.25","H","69"
"5290","1065_DFA_SAD_XX","N","67.67","N","64.88","N","79.14"
"5291","1065_DFA_ANG_XX","A","56.67","A","62.75","A","58"
"5292","1065_DFA_FEA_XX","N","61.11","N","45.2","F","39.67"
"5293","1065_DFA_DIS_XX","N","63.43","D","51.4","D","35.2"
"5294","1065_ITS_NEU_XX","N","66.44","N","82.33","N","54.62"
"5295","1065_ITS_HAP_XX","H:N","56.00:68.25","H","74.3","H","62.12"
"5296","1065_ITS_SAD_XX","N","70.67","F:N","58.5:60.0","F","66.4"
"5297","1065_ITS_ANG_XX","N","63","A","55.29","A","67.71"
"5298","1065_ITS_FEA_XX","N","52.25","F","72.43","F","51.33"
"5299","1065_ITS_DIS_XX","N","54.33","D","58","D","59.67"
"5300","1065_TSI_NEU_XX","N","82.88","N","74.4","N","79.5"
"5301","1065_TSI_HAP_XX","F","57.25","H","63.5","H","76.38"
"5302","1065_TSI_SAD_XX","N","60.71","N","65.4","N","60.4"
"5303","1065_TSI_ANG_XX","F","65.2","A","63.17","A","80.43"
"5304","1065_TSI_FEA_XX","N","50.6","F","58.12","F","55.17"
"5305","1065_TSI_DIS_XX","N","60.5","D:S","62.67:63.33","D","58"
"5306","1065_WSI_NEU_XX","N","58.75","N","59.67","N","70.5"
"5307","1065_WSI_HAP_XX","A:N","42.33:91.00","H","73.44","H","74.62"
"5308","1065_WSI_SAD_XX","N","67","N","87.6","N","77.78"
"5309","1065_WSI_ANG_XX","A","66.88","A","75.12","A","79.29"
"5310","1065_WSI_FEA_XX","N","71.2","F","63.57","F","66.67"
"5311","1065_WSI_DIS_XX","A","40.5","D","58.8","D","60.4"
"5312","1066_IEO_NEU_XX","N","69.82","N","82.78","N","83"
"5313","1066_IEO_HAP_LO","N","58.11","H","61.6","H","68.38"
"5314","1066_IEO_HAP_MD","N","79.62","H","82.25","H","62.12"
"5315","1066_IEO_HAP_HI","N","69.75","H","73.56","H","71.56"
"5316","1066_IEO_SAD_LO","N","61.12","N","74.25","N","76"
"5317","1066_IEO_SAD_MD","N","39.33","N","67.8","N","72.43"
"5318","1066_IEO_SAD_HI","N","71.29","N","72.25","N","72.14"
"5319","1066_IEO_ANG_LO","N","59.88","N","62","N","67.14"
"5320","1066_IEO_ANG_MD","D:N","42.67:39.67","N","70.17","A","48.2"
"5321","1066_IEO_ANG_HI","A","69.88","A:D","63.00:63.25","A","79.11"
"5322","1066_IEO_FEA_LO","N","67.38","N","86.8","N","84.22"
"5323","1066_IEO_FEA_MD","N","59.1","N","89","N","65.67"
"5324","1066_IEO_FEA_HI","A","51","N","67","A","35.5"
"5325","1066_IEO_DIS_LO","N","53.67","N","75.38","N","61.5"
"5326","1066_IEO_DIS_MD","D","60.14","S","70.5","S","58"
"5327","1066_IEO_DIS_HI","D","43.2","D","46","D","53.2"
"5328","1066_TIE_NEU_XX","N","71.38","N","89.1","N","80.11"
"5329","1066_TIE_HAP_XX","N","66","H","60.14","H","25.86"
"5330","1066_TIE_SAD_XX","S","40.4","N","69","N","67.11"
"5331","1066_TIE_ANG_XX","N","63.4","N","75.6","H","24.8"
"5332","1066_TIE_FEA_XX","N","65.14","N","65.29","N","79.43"
"5333","1066_TIE_DIS_XX","N","62.5","S","61","D","67"
"5334","1066_IOM_NEU_XX","N","59","N","75","N:S","65.6:52.6"
"5335","1066_IOM_HAP_XX","N","67","H","70","H","66.38"
"5336","1066_IOM_SAD_XX","N:S","69.5:50.5","N","67.75","N","86.12"
"5337","1066_IOM_ANG_XX","A","38.67","A","49.57","A","58"
"5338","1066_IOM_FEA_XX","N","50.75","N","52","N","60"
"5339","1066_IOM_DIS_XX","N","59.83","S","66.62","F","57.57"
"5340","1066_IWW_NEU_XX","N","59.4","N","72.9","N","87.12"
"5341","1066_IWW_HAP_XX","N","55.62","H","55.11","H","61.62"
"5342","1066_IWW_SAD_XX","N","66.17","F","55","F","53.4"
"5343","1066_IWW_ANG_XX","A:D","49:52","A","51.29","D","69.38"
"5344","1066_IWW_FEA_XX","F","40.17","N","71.33","F","62.33"
"5345","1066_IWW_DIS_XX","F","52.4","S","62.33","F","54.62"
"5346","1066_TAI_NEU_XX","N","58.22","N","81.62","N","78.8"
"5347","1066_TAI_HAP_XX","N","74.4","H","73.5","H","56.12"
"5348","1066_TAI_SAD_XX","D:N","59.75:40.75","N:S","54:61","N","71.71"
"5349","1066_TAI_ANG_XX","D","43.25","A","58.3","A:D","50.6:71.4"
"5350","1066_TAI_FEA_XX","N","67.83","N","53","N","83.83"
"5351","1066_TAI_DIS_XX","D","65.5","F:S","61.00:64.75","D","64.6"
"5352","1066_MTI_NEU_XX","N","58.5","N","61.56","N","79.88"
"5353","1066_MTI_HAP_XX","N","81","H","64.8","H","64"
"5354","1066_MTI_SAD_XX","N","58","N","60.8","N","75"
"5355","1066_MTI_ANG_XX","N","60","A","63.86","A","54"
"5356","1066_MTI_FEA_XX","N","71.2","F:N","41.0:75.5","F:N","64.50:71.75"
"5357","1066_MTI_DIS_XX","D","35.2","S","63","D:F:S","38.5:36.5:68.0"
"5358","1066_IWL_NEU_XX","N","83.25","N","66.57","N","79.56"
"5359","1066_IWL_HAP_XX","N","71","H","70","H","54.6"
"5360","1066_IWL_SAD_XX","N","63.67","N","62.62","N","67.1"
"5361","1066_IWL_ANG_XX","A","62.4","A:D","59.25:66.75","A","49.33"
"5362","1066_IWL_FEA_XX","N","48.6","H","36.57","F","11.25"
"5363","1066_IWL_DIS_XX","N:S","62.67:32.00","S","48.75","S","39.75"
"5364","1066_ITH_NEU_XX","N","59.12","N","58","N","66.44"
"5365","1066_ITH_HAP_XX","H:N","40.00:57.67","H","54.62","H","51.75"
"5366","1066_ITH_SAD_XX","N","78.44","N","59.14","N","67.4"
"5367","1066_ITH_ANG_XX","N","66.78","N","53.17","D","41.4"
"5368","1066_ITH_FEA_XX","F","55.25","F","44","F","56.12"
"5369","1066_ITH_DIS_XX","D:N","51.00:65.25","S","58.75","S","58.71"
"5370","1066_DFA_NEU_XX","N","72.14","N","68.44","N","76"
"5371","1066_DFA_HAP_XX","N","69.75","H","71.38","H","54.9"
"5372","1066_DFA_SAD_XX","N","56.12","N","69.88","N","74.67"
"5373","1066_DFA_ANG_XX","A","45.6","A","56.5","A","67.78"
"5374","1066_DFA_FEA_XX","N","72.71","N","62.8","N","72.29"
"5375","1066_DFA_DIS_XX","N","60.14","D","60.4","D","36.33"
"5376","1066_ITS_NEU_XX","N","69.43","N","72.12","N","47"
"5377","1066_ITS_HAP_XX","N","74","H","52.2","H","69.6"
"5378","1066_ITS_SAD_XX","N","74.8","N","77","N","79.29"
"5379","1066_ITS_ANG_XX","D","35.12","D","65.88","D","38"
"5380","1066_ITS_FEA_XX","N","68.5","N","63.57","F:N","59.5:66.0"
"5381","1066_ITS_DIS_XX","N","66.4","S","76.89","D","43"
"5382","1066_TSI_NEU_XX","N","67.44","N","68.56","N","84.5"
"5383","1066_TSI_HAP_XX","N","62.14","H","50","H","57.83"
"5384","1066_TSI_SAD_XX","N","49","N:S","72.6:77.8","N","68.4"
"5385","1066_TSI_ANG_XX","A","62","D","57","D","65.5"
"5386","1066_TSI_FEA_XX","F:N","52.67:50.00","F","43.75","F","52.71"
"5387","1066_TSI_DIS_XX","D","76.83","S","83.7","D","63.67"
"5388","1066_WSI_NEU_XX","N","58.22","N","82","N","68.12"
"5389","1066_WSI_HAP_XX","A:H:N","34.0:41.0:61.5","H","74.2","H","76.25"
"5390","1066_WSI_SAD_XX","N","54.43","N","65.5","S","40"
"5391","1066_WSI_ANG_XX","A","80.38","A","62.67","A","62.5"
"5392","1066_WSI_FEA_XX","N","45.75","N","70.2","N","60.5"
"5393","1066_WSI_DIS_XX","A","46.33","D:S","46.75:52.00","D","59.17"
"5394","1067_IEO_NEU_XX","N","39.5","N","74.22","N","56.5"
"5395","1067_IEO_HAP_LO","N","42.75","N","61.14","N","54.6"
"5396","1067_IEO_HAP_MD","N","72.33","H","84.11","H","66.5"
"5397","1067_IEO_HAP_HI","H","69.67","H","79.86","H","89.11"
"5398","1067_IEO_SAD_LO","N","67.6","S","61.5","D","44.5"
"5399","1067_IEO_SAD_MD","N","62.33","F","44.8","N","84.4"
"5400","1067_IEO_SAD_HI","S","53.75","N","69.6","N","69"
"5401","1067_IEO_ANG_LO","N","81.5","N","76.75","A:N","19.00:67.25"
"5402","1067_IEO_ANG_MD","H","54.33","A","69.44","A","52.5"
"5403","1067_IEO_ANG_HI","A:F","56.33:71.00","A","78.57","A","74.5"
"5404","1067_IEO_FEA_LO","D:N","70.67:40.33","N","57.83","D:N","63.25:69.25"
"5405","1067_IEO_FEA_MD","D:N:S","30.33:52.33:68.33","F:N","48.75:57.50","F","52.25"
"5406","1067_IEO_FEA_HI","F","53.6","F","65.33","F","73.6"
"5407","1067_IEO_DIS_LO","D","49.67","D","52.17","D","44"
"5408","1067_IEO_DIS_MD","N:S","96.67:54.67","S","59.6","D","65.17"
"5409","1067_IEO_DIS_HI","S","89.5","F","75.6","F","74.4"
"5410","1067_TIE_NEU_XX","N","49.33","N","62.88","N","65.67"
"5411","1067_TIE_HAP_XX","N","62","H","73","H","70.18"
"5412","1067_TIE_SAD_XX","N","64.67","N","50.75","S","57.8"
"5413","1067_TIE_ANG_XX","A","44.8","A","72.44","A","72.71"
"5414","1067_TIE_FEA_XX","N","59.33","F","67.57","F","72.5"
"5415","1067_TIE_DIS_XX","S","54.2","D","58.29","N","66"
"5416","1067_IOM_NEU_XX","N","86.83","N","84","N","68.5"
"5417","1067_IOM_HAP_XX","H:N","53.75:61.25","H","74.12","H","75.9"
"5418","1067_IOM_SAD_XX","N","54.25","N","50.5","N","51.2"
"5419","1067_IOM_ANG_XX","A","58.29","A","68.33","A","71.5"
"5420","1067_IOM_FEA_XX","N","66","F:N","46.67:68.67","F","47.5"
"5421","1067_IOM_DIS_XX","N:S","54.25:54.50","D","50.25","D","44.25"
"5422","1067_IWW_NEU_XX","F","37.8","N","77.67","F:N","30.75:53.25"
"5423","1067_IWW_HAP_XX","N","79","H","69.6","H","50.8"
"5424","1067_IWW_SAD_XX","D:N","51.67:74.33","A","62.56","A:D","69.33:56.67"
"5425","1067_IWW_ANG_XX","N","44.8","D","49","F","31.8"
"5426","1067_IWW_FEA_XX","F:N","37.00:55.75","F","57.57","F","61.86"
"5427","1067_IWW_DIS_XX","F","72","D","61.4","D:F","48.25:60.75"
"5428","1067_TAI_NEU_XX","N","63.6","N","77","N","78.1"
"5429","1067_TAI_HAP_XX","N","72","H","73.5","H","79.78"
"5430","1067_TAI_SAD_XX","N","51.6","F","57.57","F","58"
"5431","1067_TAI_ANG_XX","D","51.25","A","78","A","80.43"
"5432","1067_TAI_FEA_XX","F","48.67","F","64.22","F","59.8"
"5433","1067_TAI_DIS_XX","A:D:F:N:S","41.5:36.5:67.0:53.5:39.5","A","72.83","D","81.5"
"5434","1067_MTI_NEU_XX","N","65.67","D","52.75","N","74.1"
"5435","1067_MTI_HAP_XX","N","66.71","H","72.33","H","61.2"
"5436","1067_MTI_SAD_XX","N","63.12","N","78.86","N","76.33"
"5437","1067_MTI_ANG_XX","N","66.4","A","84","A","65.5"
"5438","1067_MTI_FEA_XX","N","49.67","F","61.67","F","52"
"5439","1067_MTI_DIS_XX","N","67","D","73.86","N","69.17"
"5440","1067_IWL_NEU_XX","N","90.67","N:S","72.00:42.33","N","76.29"
"5441","1067_IWL_HAP_XX","N","35.4","H","78","H","69.5"
"5442","1067_IWL_SAD_XX","N","64","N","72.2","N","85.5"
"5443","1067_IWL_ANG_XX","D:N","58.67:73.00","D","56.33","A","73.17"
"5444","1067_IWL_FEA_XX","N","75","F","71.88","S","40.4"
"5445","1067_IWL_DIS_XX","N","60.4","S","65","D","48.38"
"5446","1067_ITH_NEU_XX","N","67.62","N","59.57","N","47.22"
"5447","1067_ITH_HAP_XX","N","37.71","H","41.17","H:N","48.25:61.75"
"5448","1067_ITH_SAD_XX","N","65.5","F","54.67","F","57"
"5449","1067_ITH_ANG_XX","A:D:F:N","35.5:71.5:74.5:25.0","A","69.38","A:D:F","46.00:41.33:74.67"
"5450","1067_ITH_FEA_XX","N","61.4","F","53","F","81.43"
"5451","1067_ITH_DIS_XX","N","76","D","64.11","D:F","69.5:57.5"
"5452","1067_DFA_NEU_XX","N","66.1","N","70","N","79.14"
"5453","1067_DFA_HAP_XX","N","82.67","H","53","N","54"
"5454","1067_DFA_SAD_XX","N","58.22","N","48.75","N","70.5"
"5455","1067_DFA_ANG_XX","N","72.17","A","62.83","A","26.5"
"5456","1067_DFA_FEA_XX","N","54.71","D","78","N","56.83"
"5457","1067_DFA_DIS_XX","N","60","F","50.33","N","65.6"
"5458","1067_ITS_NEU_XX","N","65.67","N","65.25","N","73.89"
"5459","1067_ITS_HAP_XX","N","63.25","H","81","H","74.2"
"5460","1067_ITS_SAD_XX","N","79.25","D","44.25","N","80.25"
"5461","1067_ITS_ANG_XX","N","68","F","70.8","F","76.67"
"5462","1067_ITS_FEA_XX","F","68.25","D:F","48.33:63.00","F","59.67"
"5463","1067_ITS_DIS_XX","N","29","D","76.43","D","73.67"
"5464","1067_TSI_NEU_XX","N","61.78","D:N","70.00:65.33","N","77.86"
"5465","1067_TSI_HAP_XX","N","65.4","H","75.1","H","72.25"
"5466","1067_TSI_SAD_XX","N","71.2","F","65","F","43"
"5467","1067_TSI_ANG_XX","N","75","A","64.83","A","68"
"5468","1067_TSI_FEA_XX","N","55.2","A","73.57","F","48.14"
"5469","1067_TSI_DIS_XX","N","62.6","D","57.25","D:N","57.00:65.33"
"5470","1067_WSI_NEU_XX","N","73.57","N","61","N","88.75"
"5471","1067_WSI_HAP_XX","N","45.33","H","79.2","H","53.5"
"5472","1067_WSI_SAD_XX","N","63.2","N","65.75","N","85.67"
"5473","1067_WSI_ANG_XX","A","84.75","A","66.38","A","77.5"
"5474","1067_WSI_FEA_XX","N","83.33","F","63","F","59"
"5475","1067_WSI_DIS_XX","N","23.75","A","60.56","A","69.14"
"5476","1068_IEO_NEU_XX","N","71.33","N","63.67","N","77.5"
"5477","1068_IEO_HAP_LO","N","54.43","H","61.67","H","64.9"
"5478","1068_IEO_HAP_MD","N","71.17","H","57.5","H","49.38"
"5479","1068_IEO_HAP_HI","A","51.78","H","79.91","H","84.38"
"5480","1068_IEO_SAD_LO","N:S","47.75:64.75","N","71.62","N","72.57"
"5481","1068_IEO_SAD_MD","N","73.25","N","67.62","N","76.71"
"5482","1068_IEO_SAD_HI","F","52","D","41.8","F:S","48.67:50.33"
"5483","1068_IEO_ANG_LO","A","62.6","A:D:N","87.67:60.33:70.67","A","59.5"
"5484","1068_IEO_ANG_MD","A","79.29","A","46.5","A","83.5"
"5485","1068_IEO_ANG_HI","A","88.71","A","83.62","A","84.1"
"5486","1068_IEO_FEA_LO","N","66.4","N","64.6","F","28.33"
"5487","1068_IEO_FEA_MD","F","51.75","N","53.8","F","37.6"
"5488","1068_IEO_FEA_HI","F","63.14","F","69","F","62"
"5489","1068_IEO_DIS_LO","D","73.75","D","76.89","D","69"
"5490","1068_IEO_DIS_MD","N","70.25","A:S","75.67:74.67","D","66.57"
"5491","1068_IEO_DIS_HI","A:D","59.67:52.00","S","78.17","D","75"
"5492","1068_TIE_NEU_XX","N","71.88","N","74.5","N","75.88"
"5493","1068_TIE_HAP_XX","A","62.38","H","76.5","H","65.2"
"5494","1068_TIE_SAD_XX","N","67.17","D","53","S","44.8"
"5495","1068_TIE_ANG_XX","A","52","A","82.75","A","66.43"
"5496","1068_TIE_FEA_XX","F:S","52.67:61.67","H","36.5","F","54"
"5497","1068_TIE_DIS_XX","N","47.2","S","75.5","D","58.88"
"5498","1068_IOM_NEU_XX","N","71.88","N","83","N","68.88"
"5499","1068_IOM_HAP_XX","N","79","H","78.62","H","83.7"
"5500","1068_IOM_SAD_XX","N","75.44","D:N:S","46:55:50","N","81"
"5501","1068_IOM_ANG_XX","A","37.86","A","77.67","A","74.62"
"5502","1068_IOM_FEA_XX","N","57.38","N","65.25","F","68.43"
"5503","1068_IOM_DIS_XX","N","62.25","D","79.29","D","52.44"
"5504","1068_IWW_NEU_XX","N","71.5","N","72.5","N","67.67"
"5505","1068_IWW_HAP_XX","H","52.8","H","78.22","H","87.86"
"5506","1068_IWW_SAD_XX","F:N","76.6:57.6","N","83.14","F:N","46.33:58.67"
"5507","1068_IWW_ANG_XX","A","61.75","A","71.86","A","59.83"
"5508","1068_IWW_FEA_XX","F","59.67","A","58.25","F","57.33"
"5509","1068_IWW_DIS_XX","D","62","D","74.62","D","66.71"
"5510","1068_TAI_NEU_XX","N","72.75","N","77.88","N","66.86"
"5511","1068_TAI_HAP_XX","D","54","H","76.25","H","86.3"
"5512","1068_TAI_SAD_XX","N","71","N","61.67","D","36.4"
"5513","1068_TAI_ANG_XX","A","55.78","A","57.71","A","64"
"5514","1068_TAI_FEA_XX","N","51","F","43.33","F","64.29"
"5515","1068_TAI_DIS_XX","A:D","30.25:57.25","D","68.71","D","73.67"
"5516","1068_MTI_NEU_XX","N","56.86","N","73.86","N","82.33"
"5517","1068_MTI_HAP_XX","N","79.2","H","74.5","H","71"
"5518","1068_MTI_SAD_XX","N","60.5","H","54.8","D:H:S","38.00:31.00:35.67"
"5519","1068_MTI_ANG_XX","A","71.4","D","59.2","A","43"
"5520","1068_MTI_FEA_XX","F","53.57","F","51","F","61.22"
"5521","1068_MTI_DIS_XX","N","76","D","59","D","38"
"5522","1068_IWL_NEU_XX","N","67.73","N","74.57","N","76.71"
"5523","1068_IWL_HAP_XX","H:N","48.00:69.33","H","68.8","H","70.5"
"5524","1068_IWL_SAD_XX","N","65.43","D:H","69.33:55.33","N","77.25"
"5525","1068_IWL_ANG_XX","A","59.86","D","56.75","A","62.43"
"5526","1068_IWL_FEA_XX","A:N","42:64","A","66.5","A","66.6"
"5527","1068_IWL_DIS_XX","D:N","51:49","D","75.57","D","46.71"
"5528","1068_ITH_NEU_XX","N","71.88","N","78.12","N","69"
"5529","1068_ITH_HAP_XX","N","78.25","H","76.44","H","85.11"
"5530","1068_ITH_SAD_XX","F:N","55.67:61.33","N","81.67","N","68.4"
"5531","1068_ITH_ANG_XX","A","46","A","72","A","65.67"
"5532","1068_ITH_FEA_XX","N","75","F","61.71","F","52"
"5533","1068_ITH_DIS_XX","N","58.33","D","64","D","75.38"
"5534","1068_DFA_NEU_XX","N","66","D:N","71.25:85.25","N","84.67"
"5535","1068_DFA_HAP_XX","N","77.83","H","68.44","H","56.38"
"5536","1068_DFA_SAD_XX","N","52.5","N","47","N","62.12"
"5537","1068_DFA_ANG_XX","A","70.67","A","65","A","72"
"5538","1068_DFA_FEA_XX","N","56.71","N","60.67","N","70.25"
"5539","1068_DFA_DIS_XX","N","61.86","D","31","N","64.6"
"5540","1068_ITS_NEU_XX","N","63.25","N","63","N","72.12"
"5541","1068_ITS_HAP_XX","N","65.33","H","80.5","H","64.22"
"5542","1068_ITS_SAD_XX","N","54.75","D:H","52.67:24.00","N","59.4"
"5543","1068_ITS_ANG_XX","N","67","D","63","D","53.4"
"5544","1068_ITS_FEA_XX","N","52","N","75.2","N","80"
"5545","1068_ITS_DIS_XX","N","75.67","D","49.83","N","67"
"5546","1068_TSI_NEU_XX","N","79.57","N","61","N","85.14"
"5547","1068_TSI_HAP_XX","N","41.8","H","73.78","H","51.14"
"5548","1068_TSI_SAD_XX","N","62.71","N","51.75","N","88.43"
"5549","1068_TSI_ANG_XX","A","70.83","A","51.8","D","58.6"
"5550","1068_TSI_FEA_XX","N","67.4","A","56.5","N","68.25"
"5551","1068_TSI_DIS_XX","A","51.25","D","68.86","D","60.6"
"5552","1068_WSI_NEU_XX","N","65","N","65.71","N","80.75"
"5553","1068_WSI_HAP_XX","N","47","H","70.6","H","58.3"
"5554","1068_WSI_SAD_XX","N","53.5","N","71","D","48.8"
"5555","1068_WSI_ANG_XX","A","59.88","A:D","67.50:47.25","A","71.7"
"5556","1068_WSI_FEA_XX","D","55.8","A","52.25","A:F","24.67:56.33"
"5557","1068_WSI_DIS_XX","A","48.83","D","60.75","A","52.17"
"5558","1069_IEO_NEU_XX","N","75.62","N","83","N","83.4"
"5559","1069_IEO_HAP_LO","N","64.75","H","56","H","51.33"
"5560","1069_IEO_HAP_MD","H","63.4","H","82.67","H","71"
"5561","1069_IEO_HAP_HI","H","62.29","H","74.2","H","77.3"
"5562","1069_IEO_SAD_LO","N","66.33","N:S","61.00:68.25","S","76.25"
"5563","1069_IEO_SAD_MD","N","65.17","S","56.43","S","59.71"
"5564","1069_IEO_SAD_HI","N","61","S","77.6","S","58.38"
"5565","1069_IEO_ANG_LO","N","50.2","N","76.25","D","61"
"5566","1069_IEO_ANG_MD","A","56.67","A:N","36.5:64.0","A","63.4"
"5567","1069_IEO_ANG_HI","A","76.33","A","79.14","A","87.44"
"5568","1069_IEO_FEA_LO","N","54.8","D","53.62","S","52.6"
"5569","1069_IEO_FEA_MD","N","60.29","S","57.5","F","45.75"
"5570","1069_IEO_FEA_HI","F","69.57","F","69","F","76.11"
"5571","1069_IEO_DIS_LO","D","43.6","D","73","D","70.22"
"5572","1069_IEO_DIS_MD","D","59.25","D","53","D","60.62"
"5573","1069_IEO_DIS_HI","F","55.2","D","86.22","D","57.67"
"5574","1069_TIE_NEU_XX","A:N:S","18.5:87.0:17.5","N","59.75","D:N","48.0:76.5"
"5575","1069_TIE_HAP_XX","N","51.5","H","81.89","H","65.33"
"5576","1069_TIE_SAD_XX","S","46.5","S","56.4","S","59.5"
"5577","1069_TIE_ANG_XX","A","76.78","A","87.33","A","73.67"
"5578","1069_TIE_FEA_XX","F","64.86","F","58","F","54"
"5579","1069_TIE_DIS_XX","A:D","62.5:52.5","D","85.5","D","61.5"
"5580","1069_IOM_NEU_XX","N","69.71","N","84.67","N","67.14"
"5581","1069_IOM_HAP_XX","N","62.75","H","62.78","H","70"
"5582","1069_IOM_SAD_XX","N","63.4","F","64","S","58.75"
"5583","1069_IOM_ANG_XX","A","62.33","A","61.8","A","65.67"
"5584","1069_IOM_FEA_XX","N","57.57","F","57.43","F","49.5"
"5585","1069_IOM_DIS_XX","N","64.8","D","74.88","D","68.25"
"5586","1069_IWW_NEU_XX","N","75.6","N","73.43","N","78.83"
"5587","1069_IWW_HAP_XX","F","27.33","H","70.57","H","54"
"5588","1069_IWW_SAD_XX","F","33.75","S","59.5","F","73.43"
"5589","1069_IWW_ANG_XX","A","69.86","A","74.5","A","79.8"
"5590","1069_IWW_FEA_XX","F:N","72.75:49.75","F","73.75","F","67.57"
"5591","1069_IWW_DIS_XX","D","63.17","D","84.9","D","69.14"
"5592","1069_TAI_NEU_XX","N","70.29","N","77.44","N","65"
"5593","1069_TAI_HAP_XX","N","65.57","H","73.67","H","70.7"
"5594","1069_TAI_SAD_XX","N","47","S","60.38","F:S","33:59"
"5595","1069_TAI_ANG_XX","A","61","A","66.38","A","66.67"
"5596","1069_TAI_FEA_XX","F","69.83","F","56.4","F","49.71"
"5597","1069_TAI_DIS_XX","N","62.5","D","66.83","D","73.44"
"5598","1069_MTI_NEU_XX","N","63.7","N","81.43","D","49.2"
"5599","1069_MTI_HAP_XX","H","62.67","H","69.8","H","83.2"
"5600","1069_MTI_SAD_XX","N:S","59.4:47.4","S","54.62","S","60"
"5601","1069_MTI_ANG_XX","A","78.5","A","77.1","A","90.22"
"5602","1069_MTI_FEA_XX","F:N","41.00:77.67","F","53.5","F","48.33"
"5603","1069_MTI_DIS_XX","N","60.17","D","72.75","F","40.2"
"5604","1069_IWL_NEU_XX","N","74.25","N","58.3","N","75.78"
"5605","1069_IWL_HAP_XX","H","73.4","H","78.3","H","82"
"5606","1069_IWL_SAD_XX","S","39.2","S","58.78","F","55.67"
"5607","1069_IWL_ANG_XX","D","52.2","A","70","A","67.5"
"5608","1069_IWL_FEA_XX","F","69.75","F","55.75","F","57.11"
"5609","1069_IWL_DIS_XX","D","50.67","D","64.5","D","51"
"5610","1069_ITH_NEU_XX","N","64.89","N","69.5","N","79.4"
"5611","1069_ITH_HAP_XX","N","33.6","H","72.1","H","63"
"5612","1069_ITH_SAD_XX","F","50.6","S","48.33","F","52.88"
"5613","1069_ITH_ANG_XX","A","72","A","67.1","A","74"
"5614","1069_ITH_FEA_XX","F","47.4","F","42.83","F","28.25"
"5615","1069_ITH_DIS_XX","A","55.5","D","67.89","D","63.29"
"5616","1069_DFA_NEU_XX","N","80.2","N","64.86","N","60.86"
"5617","1069_DFA_HAP_XX","H","59","H","72.6","H","68.82"
"5618","1069_DFA_SAD_XX","N","68.4","D:S","49.0:69.5","S","62"
"5619","1069_DFA_ANG_XX","A","69.25","A","72","A","82.22"
"5620","1069_DFA_FEA_XX","F","44.43","F:N","47.25:60.75","F","39.2"
