"Stimulus_Number","Filename"
2260,"1028_ITS_NEU_XX"
2261,"1028_ITS_HAP_XX"
2262,"1028_ITS_SAD_XX"
2263,"1028_ITS_ANG_XX"
2264,"1028_ITS_FEA_XX"
2265,"1028_ITS_DIS_XX"
2266,"1028_TSI_NEU_XX"
2267,"1028_TSI_HAP_XX"
2268,"1028_TSI_SAD_XX"
2269,"1028_TSI_ANG_XX"
2270,"1028_TSI_FEA_XX"
2271,"1028_TSI_DIS_XX"
2272,"1028_WSI_NEU_XX"
2273,"1028_WSI_HAP_XX"
2274,"1028_WSI_SAD_XX"
2275,"1028_WSI_ANG_XX"
2276,"1028_WSI_FEA_XX"
2277,"1028_WSI_DIS_XX"
2278,"1029_IEO_NEU_XX"
2279,"1029_IEO_HAP_LO"
2280,"1029_IEO_HAP_MD"
2281,"1029_IEO_HAP_HI"
2282,"1029_IEO_SAD_LO"
2283,"1029_IEO_SAD_MD"
2284,"1029_IEO_SAD_HI"
2285,"1029_IEO_ANG_LO"
2286,"1029_IEO_ANG_MD"
2287,"1029_IEO_ANG_HI"
2288,"1029_IEO_FEA_LO"
2289,"1029_IEO_FEA_MD"
2290,"1029_IEO_FEA_HI"
2291,"1029_IEO_DIS_LO"
2292,"1029_IEO_DIS_MD"
2293,"1029_IEO_DIS_HI"
2294,"1029_TIE_NEU_XX"
2295,"1029_TIE_HAP_XX"
2296,"1029_TIE_SAD_XX"
2297,"1029_TIE_ANG_XX"
2298,"1029_TIE_FEA_XX"
2299,"1029_TIE_DIS_XX"
2300,"1029_IOM_NEU_XX"
2301,"1029_IOM_HAP_XX"
2302,"1029_IOM_SAD_XX"
2303,"1029_IOM_ANG_XX"
2304,"1029_IOM_FEA_XX"
2305,"1029_IOM_DIS_XX"
2306,"1029_IWW_NEU_XX"
2307,"1029_IWW_HAP_XX"
2308,"1029_IWW_SAD_XX"
2309,"1029_IWW_ANG_XX"
2310,"1029_IWW_FEA_XX"
2311,"1029_IWW_DIS_XX"
2312,"1029_TAI_NEU_XX"
2313,"1029_TAI_HAP_XX"
2314,"1029_TAI_SAD_XX"
2315,"1029_TAI_ANG_XX"
2316,"1029_TAI_FEA_XX"
2317,"1029_TAI_DIS_XX"
2318,"1029_MTI_NEU_XX"
2319,"1029_MTI_HAP_XX"
2320,"1029_MTI_SAD_XX"
2321,"1029_MTI_ANG_XX"
2322,"1029_MTI_FEA_XX"
2323,"1029_MTI_DIS_XX"
2324,"1029_IWL_NEU_XX"
2325,"1029_IWL_HAP_XX"
2326,"1029_IWL_SAD_XX"
2327,"1029_IWL_ANG_XX"
2328,"1029_IWL_FEA_XX"
2329,"1029_IWL_DIS_XX"
2330,"1029_ITH_NEU_XX"
2331,"1029_ITH_HAP_XX"
2332,"1029_ITH_SAD_XX"
2333,"1029_ITH_ANG_XX"
2334,"1029_ITH_FEA_XX"
2335,"1029_ITH_DIS_XX"
2336,"1029_DFA_NEU_XX"
2337,"1029_DFA_HAP_XX"
2338,"1029_DFA_SAD_XX"
2339,"1029_DFA_ANG_XX"
2340,"1029_DFA_FEA_XX"
2341,"1029_DFA_DIS_XX"
2342,"1029_ITS_NEU_XX"
2343,"1029_ITS_HAP_XX"
2344,"1029_ITS_SAD_XX"
2345,"1029_ITS_ANG_XX"
2346,"1029_ITS_FEA_XX"
2347,"1029_ITS_DIS_XX"
2348,"1029_TSI_NEU_XX"
2349,"1029_TSI_HAP_XX"
2350,"1029_TSI_SAD_XX"
2351,"1029_TSI_ANG_XX"
2352,"1029_TSI_FEA_XX"
2353,"1029_TSI_DIS_XX"
2354,"1029_WSI_NEU_XX"
2355,"1029_WSI_HAP_XX"
2356,"1029_WSI_SAD_XX"
2357,"1029_WSI_ANG_XX"
2358,"1029_WSI_FEA_XX"
2359,"1029_WSI_DIS_XX"
2360,"1030_IEO_NEU_XX"
2361,"1030_IEO_HAP_LO"
2362,"1030_IEO_HAP_MD"
2363,"1030_IEO_HAP_HI"
2364,"1030_IEO_SAD_LO"
2365,"1030_IEO_SAD_MD"
2366,"1030_IEO_SAD_HI"
2367,"1030_IEO_ANG_LO"
2368,"1030_IEO_ANG_MD"
2369,"1030_IEO_ANG_HI"
2370,"1030_IEO_FEA_LO"
2371,"1030_IEO_FEA_MD"
2372,"1030_IEO_FEA_HI"
2373,"1030_IEO_DIS_LO"
2374,"1030_IEO_DIS_MD"
2375,"1030_IEO_DIS_HI"
2376,"1030_TIE_NEU_XX"
2377,"1030_TIE_HAP_XX"
2378,"1030_TIE_SAD_XX"
2379,"1030_TIE_ANG_XX"
2380,"1030_TIE_FEA_XX"
2381,"1030_TIE_DIS_XX"
2382,"1030_IOM_NEU_XX"
2383,"1030_IOM_HAP_XX"
2384,"1030_IOM_SAD_XX"
2385,"1030_IOM_ANG_XX"
2386,"1030_IOM_FEA_XX"
2387,"1030_IOM_DIS_XX"
2388,"1030_IWW_NEU_XX"
2389,"1030_IWW_HAP_XX"
2390,"1030_IWW_SAD_XX"
2391,"1030_IWW_ANG_XX"
2392,"1030_IWW_FEA_XX"
2393,"1030_IWW_DIS_XX"
2394,"1030_TAI_NEU_XX"
2395,"1030_TAI_HAP_XX"
2396,"1030_TAI_SAD_XX"
2397,"1030_TAI_ANG_XX"
2398,"1030_TAI_FEA_XX"
2399,"1030_TAI_DIS_XX"
2400,"1030_MTI_NEU_XX"
2401,"1030_MTI_HAP_XX"
2402,"1030_MTI_SAD_XX"
2403,"1030_MTI_ANG_XX"
2404,"1030_MTI_FEA_XX"
2405,"1030_MTI_DIS_XX"
2406,"1030_IWL_NEU_XX"
2407,"1030_IWL_HAP_XX"
2408,"1030_IWL_SAD_XX"
2409,"1030_IWL_ANG_XX"
2410,"1030_IWL_FEA_XX"
2411,"1030_IWL_DIS_XX"
2412,"1030_ITH_NEU_XX"
2413,"1030_ITH_HAP_XX"
2414,"1030_ITH_SAD_XX"
2415,"1030_ITH_ANG_XX"
2416,"1030_ITH_FEA_XX"
2417,"1030_ITH_DIS_XX"
2418,"1030_DFA_NEU_XX"
2419,"1030_DFA_HAP_XX"
2420,"1030_DFA_SAD_XX"
2421,"1030_DFA_ANG_XX"
2422,"1030_DFA_FEA_XX"
2423,"1030_DFA_DIS_XX"
2424,"1030_ITS_NEU_XX"
2425,"1030_ITS_HAP_XX"
2426,"1030_ITS_SAD_XX"
2427,"1030_ITS_ANG_XX"
2428,"1030_ITS_FEA_XX"
2429,"1030_ITS_DIS_XX"
2430,"1030_TSI_NEU_XX"
2431,"1030_TSI_HAP_XX"
2432,"1030_TSI_SAD_XX"
2433,"1030_TSI_ANG_XX"
2434,"1030_TSI_FEA_XX"
2435,"1030_TSI_DIS_XX"
2436,"1030_WSI_NEU_XX"
2437,"1030_WSI_HAP_XX"
2438,"1030_WSI_SAD_XX"
2439,"1030_WSI_ANG_XX"
2440,"1030_WSI_FEA_XX"
2441,"1030_WSI_DIS_XX"
2442,"1031_IEO_NEU_XX"
2443,"1031_IEO_HAP_LO"
2444,"1031_IEO_HAP_MD"
2445,"1031_IEO_HAP_HI"
2446,"1031_IEO_SAD_LO"
2447,"1031_IEO_SAD_MD"
2448,"1031_IEO_SAD_HI"
2449,"1031_IEO_ANG_LO"
2450,"1031_IEO_ANG_MD"
2451,"1031_IEO_ANG_HI"
2452,"1031_IEO_FEA_LO"
2453,"1031_IEO_FEA_MD"
2454,"1031_IEO_FEA_HI"
2455,"1031_IEO_DIS_LO"
2456,"1031_IEO_DIS_MD"
2457,"1031_IEO_DIS_HI"
2458,"1031_TIE_NEU_XX"
2459,"1031_TIE_HAP_XX"
2460,"1031_TIE_SAD_XX"
2461,"1031_TIE_ANG_XX"
2462,"1031_TIE_FEA_XX"
2463,"1031_TIE_DIS_XX"
2464,"1031_IOM_NEU_XX"
2465,"1031_IOM_HAP_XX"
2466,"1031_IOM_SAD_XX"
2467,"1031_IOM_ANG_XX"
2468,"1031_IOM_FEA_XX"
2469,"1031_IOM_DIS_XX"
2470,"1031_IWW_NEU_XX"
2471,"1031_IWW_HAP_XX"
2472,"1031_IWW_SAD_XX"
2473,"1031_IWW_ANG_XX"
2474,"1031_IWW_FEA_XX"
2475,"1031_IWW_DIS_XX"
2476,"1031_TAI_NEU_XX"
2477,"1031_TAI_HAP_XX"
2478,"1031_TAI_SAD_XX"
2479,"1031_TAI_ANG_XX"
2480,"1031_TAI_FEA_XX"
2481,"1031_TAI_DIS_XX"
2482,"1031_MTI_NEU_XX"
2483,"1031_MTI_HAP_XX"
2484,"1031_MTI_SAD_XX"
2485,"1031_MTI_ANG_XX"
2486,"1031_MTI_FEA_XX"
2487,"1031_MTI_DIS_XX"
2488,"1031_IWL_NEU_XX"
2489,"1031_IWL_HAP_XX"
2490,"1031_IWL_SAD_XX"
2491,"1031_IWL_ANG_XX"
2492,"1031_IWL_FEA_XX"
2493,"1031_IWL_DIS_XX"
2494,"1031_ITH_NEU_XX"
2495,"1031_ITH_HAP_XX"
2496,"1031_ITH_SAD_XX"
2497,"1031_ITH_ANG_XX"
2498,"1031_ITH_FEA_XX"
2499,"1031_ITH_DIS_XX"
2500,"1031_DFA_NEU_XX"
2501,"1031_DFA_HAP_XX"
2502,"1031_DFA_SAD_XX"
2503,"1031_DFA_ANG_XX"
2504,"1031_DFA_FEA_XX"
2505,"1031_DFA_DIS_XX"
2506,"1031_ITS_NEU_XX"
2507,"1031_ITS_HAP_XX"
2508,"1031_ITS_SAD_XX"
2509,"1031_ITS_ANG_XX"
2510,"1031_ITS_FEA_XX"
2511,"1031_ITS_DIS_XX"
2512,"1031_TSI_NEU_XX"
2513,"1031_TSI_HAP_XX"
2514,"1031_TSI_SAD_XX"
2515,"1031_TSI_ANG_XX"
2516,"1031_TSI_FEA_XX"
2517,"1031_TSI_DIS_XX"
2518,"1031_WSI_NEU_XX"
2519,"1031_WSI_HAP_XX"
2520,"1031_WSI_SAD_XX"
2521,"1031_WSI_ANG_XX"
2522,"1031_WSI_FEA_XX"
2523,"1031_WSI_DIS_XX"
2524,"1032_IEO_NEU_XX"
2525,"1032_IEO_HAP_LO"
2526,"1032_IEO_HAP_MD"
2527,"1032_IEO_HAP_HI"
2528,"1032_IEO_SAD_LO"
2529,"1032_IEO_SAD_MD"
2530,"1032_IEO_SAD_HI"
2531,"1032_IEO_ANG_LO"
2532,"1032_IEO_ANG_MD"
2533,"1032_IEO_ANG_HI"
2534,"1032_IEO_FEA_LO"
2535,"1032_IEO_FEA_MD"
2536,"1032_IEO_FEA_HI"
2537,"1032_IEO_DIS_LO"
2538,"1032_IEO_DIS_MD"
2539,"1032_IEO_DIS_HI"
2540,"1032_TIE_NEU_XX"
2541,"1032_TIE_HAP_XX"
2542,"1032_TIE_SAD_XX"
2543,"1032_TIE_ANG_XX"
2544,"1032_TIE_FEA_XX"
2545,"1032_TIE_DIS_XX"
2546,"1032_IOM_NEU_XX"
2547,"1032_IOM_HAP_XX"
2548,"1032_IOM_SAD_XX"
2549,"1032_IOM_ANG_XX"
2550,"1032_IOM_FEA_XX"
2551,"1032_IOM_DIS_XX"
2552,"1032_IWW_NEU_XX"
2553,"1032_IWW_HAP_XX"
2554,"1032_IWW_SAD_XX"
2555,"1032_IWW_ANG_XX"
2556,"1032_IWW_FEA_XX"
2557,"1032_IWW_DIS_XX"
2558,"1032_TAI_NEU_XX"
2559,"1032_TAI_HAP_XX"
2560,"1032_TAI_SAD_XX"
2561,"1032_TAI_ANG_XX"
2562,"1032_TAI_FEA_XX"
2563,"1032_TAI_DIS_XX"
2564,"1032_MTI_NEU_XX"
2565,"1032_MTI_HAP_XX"
2566,"1032_MTI_SAD_XX"
2567,"1032_MTI_ANG_XX"
2568,"1032_MTI_FEA_XX"
2569,"1032_MTI_DIS_XX"
2570,"1032_IWL_NEU_XX"
2571,"1032_IWL_HAP_XX"
2572,"1032_IWL_SAD_XX"
2573,"1032_IWL_ANG_XX"
2574,"1032_IWL_FEA_XX"
2575,"1032_IWL_DIS_XX"
2576,"1032_ITH_NEU_XX"
2577,"1032_ITH_HAP_XX"
2578,"1032_ITH_SAD_XX"
2579,"1032_ITH_ANG_XX"
2580,"1032_ITH_FEA_XX"
2581,"1032_ITH_DIS_XX"
2582,"1032_DFA_NEU_XX"
2583,"1032_DFA_HAP_XX"
2584,"1032_DFA_SAD_XX"
2585,"1032_DFA_ANG_XX"
2586,"1032_DFA_FEA_XX"
2587,"1032_DFA_DIS_XX"
2588,"1032_ITS_NEU_XX"
2589,"1032_ITS_HAP_XX"
2590,"1032_ITS_SAD_XX"
2591,"1032_ITS_ANG_XX"
2592,"1032_ITS_FEA_XX"
2593,"1032_ITS_DIS_XX"
2594,"1032_TSI_NEU_XX"
2595,"1032_TSI_HAP_XX"
2596,"1032_TSI_SAD_XX"
2597,"1032_TSI_ANG_XX"
2598,"1032_TSI_FEA_XX"
2599,"1032_TSI_DIS_XX"
2600,"1032_WSI_NEU_XX"
2601,"1032_WSI_HAP_XX"
2602,"1032_WSI_SAD_XX"
2603,"1032_WSI_ANG_XX"
2604,"1032_WSI_FEA_XX"
2605,"1032_WSI_DIS_XX"
2606,"1033_IEO_NEU_XX"
2607,"1033_IEO_HAP_LO"
2608,"1033_IEO_HAP_MD"
2609,"1033_IEO_HAP_HI"
2610,"1033_IEO_SAD_LO"
2611,"1033_IEO_SAD_MD"
2612,"1033_IEO_SAD_HI"
2613,"1033_IEO_ANG_LO"
2614,"1033_IEO_ANG_MD"
2615,"1033_IEO_ANG_HI"
2616,"1033_IEO_FEA_LO"
2617,"1033_IEO_FEA_MD"
2618,"1033_IEO_FEA_HI"
2619,"1033_IEO_DIS_LO"
2620,"1033_IEO_DIS_MD"
2621,"1033_IEO_DIS_HI"
2622,"1033_TIE_NEU_XX"
2623,"1033_TIE_HAP_XX"
2624,"1033_TIE_SAD_XX"
2625,"1033_TIE_ANG_XX"
2626,"1033_TIE_FEA_XX"
2627,"1033_TIE_DIS_XX"
2628,"1033_IOM_NEU_XX"
2629,"1033_IOM_HAP_XX"
2630,"1033_IOM_SAD_XX"
2631,"1033_IOM_ANG_XX"
2632,"1033_IOM_FEA_XX"
2633,"1033_IOM_DIS_XX"
2634,"1033_IWW_NEU_XX"
2635,"1033_IWW_HAP_XX"
2636,"1033_IWW_SAD_XX"
2637,"1033_IWW_ANG_XX"
2638,"1033_IWW_FEA_XX"
2639,"1033_IWW_DIS_XX"
2640,"1033_TAI_NEU_XX"
2641,"1033_TAI_HAP_XX"
2642,"1033_TAI_SAD_XX"
2643,"1033_TAI_ANG_XX"
2644,"1033_TAI_FEA_XX"
2645,"1033_TAI_DIS_XX"
2646,"1033_MTI_NEU_XX"
2647,"1033_MTI_HAP_XX"
2648,"1033_MTI_SAD_XX"
2649,"1033_MTI_ANG_XX"
2650,"1033_MTI_FEA_XX"
2651,"1033_MTI_DIS_XX"
2652,"1033_IWL_NEU_XX"
2653,"1033_IWL_HAP_XX"
2654,"1033_IWL_SAD_XX"
2655,"1033_IWL_ANG_XX"
2656,"1033_IWL_FEA_XX"
2657,"1033_IWL_DIS_XX"
2658,"1033_ITH_NEU_XX"
2659,"1033_ITH_HAP_XX"
2660,"1033_ITH_SAD_XX"
2661,"1033_ITH_ANG_XX"
2662,"1033_ITH_FEA_XX"
2663,"1033_ITH_DIS_XX"
2664,"1033_DFA_NEU_XX"
2665,"1033_DFA_HAP_XX"
2666,"1033_DFA_SAD_XX"
2667,"1033_DFA_ANG_XX"
2668,"1033_DFA_FEA_XX"
2669,"1033_DFA_DIS_XX"
2670,"1033_ITS_NEU_XX"
2671,"1033_ITS_HAP_XX"
2672,"1033_ITS_SAD_XX"
2673,"1033_ITS_ANG_XX"
2674,"1033_ITS_FEA_XX"
2675,"1033_ITS_DIS_XX"
2676,"1033_TSI_NEU_XX"
2677,"1033_TSI_HAP_XX"
2678,"1033_TSI_SAD_XX"
2679,"1033_TSI_ANG_XX"
2680,"1033_TSI_FEA_XX"
2681,"1033_TSI_DIS_XX"
2682,"1033_WSI_NEU_XX"
2683,"1033_WSI_HAP_XX"
2684,"1033_WSI_SAD_XX"
2685,"1033_WSI_ANG_XX"
2686,"1033_WSI_FEA_XX"
2687,"1033_WSI_DIS_XX"
2688,"1034_IEO_NEU_XX"
2689,"1034_IEO_HAP_LO"
2690,"1034_IEO_HAP_MD"
2691,"1034_IEO_HAP_HI"
2692,"1034_IEO_SAD_LO"
2693,"1034_IEO_SAD_MD"
2694,"1034_IEO_SAD_HI"
2695,"1034_IEO_ANG_LO"
2696,"1034_IEO_ANG_MD"
2697,"1034_IEO_ANG_HI"
2698,"1034_IEO_FEA_LO"
2699,"1034_IEO_FEA_MD"
2700,"1034_IEO_FEA_HI"
2701,"1034_IEO_DIS_LO"
2702,"1034_IEO_DIS_MD"
2703,"1034_IEO_DIS_HI"
2704,"1034_TIE_NEU_XX"
2705,"1034_TIE_HAP_XX"
2706,"1034_TIE_SAD_XX"
2707,"1034_TIE_ANG_XX"
2708,"1034_TIE_FEA_XX"
2709,"1034_TIE_DIS_XX"
2710,"1034_IOM_NEU_XX"
2711,"1034_IOM_HAP_XX"
2712,"1034_IOM_SAD_XX"
2713,"1034_IOM_ANG_XX"
2714,"1034_IOM_FEA_XX"
2715,"1034_IOM_DIS_XX"
2716,"1034_IWW_NEU_XX"
2717,"1034_IWW_HAP_XX"
2718,"1034_IWW_SAD_XX"
2719,"1034_IWW_ANG_XX"
2720,"1034_IWW_FEA_XX"
2721,"1034_IWW_DIS_XX"
2722,"1034_TAI_NEU_XX"
2723,"1034_TAI_HAP_XX"
2724,"1034_TAI_SAD_XX"
2725,"1034_TAI_ANG_XX"
2726,"1034_TAI_FEA_XX"
2727,"1034_TAI_DIS_XX"
2728,"1034_MTI_NEU_XX"
2729,"1034_MTI_HAP_XX"
2730,"1034_MTI_SAD_XX"
2731,"1034_MTI_ANG_XX"
2732,"1034_MTI_FEA_XX"
2733,"1034_MTI_DIS_XX"
2734,"1034_IWL_NEU_XX"
2735,"1034_IWL_HAP_XX"
2736,"1034_IWL_SAD_XX"
2737,"1034_IWL_ANG_XX"
2738,"1034_IWL_FEA_XX"
2739,"1034_IWL_DIS_XX"
2740,"1034_ITH_NEU_XX"
2741,"1034_ITH_HAP_XX"
2742,"1034_ITH_SAD_XX"
2743,"1034_ITH_ANG_XX"
2744,"1034_ITH_FEA_XX"
2745,"1034_ITH_DIS_XX"
2746,"1034_DFA_NEU_XX"
2747,"1034_DFA_HAP_XX"
2748,"1034_DFA_SAD_XX"
2749,"1034_DFA_ANG_XX"
2750,"1034_DFA_FEA_XX"
2751,"1034_DFA_DIS_XX"
2752,"1034_ITS_NEU_XX"
2753,"1034_ITS_HAP_XX"
2754,"1034_ITS_SAD_XX"
2755,"1034_ITS_ANG_XX"
2756,"1034_ITS_FEA_XX"
2757,"1034_ITS_DIS_XX"
2758,"1034_TSI_NEU_XX"
2759,"1034_TSI_HAP_XX"
2760,"1034_TSI_SAD_XX"
2761,"1034_TSI_ANG_XX"
2762,"1034_TSI_FEA_XX"
2763,"1034_TSI_DIS_XX"
2764,"1034_WSI_NEU_XX"
2765,"1034_WSI_HAP_XX"
2766,"1034_WSI_SAD_XX"
2767,"1034_WSI_ANG_XX"
2768,"1034_WSI_FEA_XX"
2769,"1034_WSI_DIS_XX"
2770,"1035_IEO_NEU_XX"
2771,"1035_IEO_HAP_LO"
2772,"1035_IEO_HAP_MD"
2773,"1035_IEO_HAP_HI"
2774,"1035_IEO_SAD_LO"
2775,"1035_IEO_SAD_MD"
2776,"1035_IEO_SAD_HI"
2777,"1035_IEO_ANG_LO"
2778,"1035_IEO_ANG_MD"
2779,"1035_IEO_ANG_HI"
2780,"1035_IEO_FEA_LO"
2781,"1035_IEO_FEA_MD"
2782,"1035_IEO_FEA_HI"
2783,"1035_IEO_DIS_LO"
2784,"1035_IEO_DIS_MD"
2785,"1035_IEO_DIS_HI"
2786,"1035_TIE_NEU_XX"
2787,"1035_TIE_HAP_XX"
2788,"1035_TIE_SAD_XX"
2789,"1035_TIE_ANG_XX"
2790,"1035_TIE_FEA_XX"
2791,"1035_TIE_DIS_XX"
2792,"1035_IOM_NEU_XX"
2793,"1035_IOM_HAP_XX"
2794,"1035_IOM_SAD_XX"
2795,"1035_IOM_ANG_XX"
2796,"1035_IOM_FEA_XX"
2797,"1035_IOM_DIS_XX"
2798,"1035_IWW_NEU_XX"
2799,"1035_IWW_HAP_XX"
2800,"1035_IWW_SAD_XX"
2801,"1035_IWW_ANG_XX"
2802,"1035_IWW_FEA_XX"
2803,"1035_IWW_DIS_XX"
2804,"1035_TAI_NEU_XX"
2805,"1035_TAI_HAP_XX"
2806,"1035_TAI_SAD_XX"
2807,"1035_TAI_ANG_XX"
2808,"1035_TAI_FEA_XX"
2809,"1035_TAI_DIS_XX"
2810,"1035_MTI_NEU_XX"
2811,"1035_MTI_HAP_XX"
2812,"1035_MTI_SAD_XX"
2813,"1035_MTI_ANG_XX"
2814,"1035_MTI_FEA_XX"
2815,"1035_MTI_DIS_XX"
2816,"1035_IWL_NEU_XX"
2817,"1035_IWL_HAP_XX"
2818,"1035_IWL_SAD_XX"
2819,"1035_IWL_ANG_XX"
2820,"1035_IWL_FEA_XX"
2821,"1035_IWL_DIS_XX"
2822,"1035_ITH_NEU_XX"
2823,"1035_ITH_HAP_XX"
2824,"1035_ITH_SAD_XX"
2825,"1035_ITH_ANG_XX"
2826,"1035_ITH_FEA_XX"
2827,"1035_ITH_DIS_XX"
2828,"1035_DFA_NEU_XX"
2829,"1035_DFA_HAP_XX"
2830,"1035_DFA_SAD_XX"
2831,"1035_DFA_ANG_XX"
2832,"1035_DFA_FEA_XX"
2833,"1035_DFA_DIS_XX"
2834,"1035_ITS_NEU_XX"
2835,"1035_ITS_HAP_XX"
2836,"1035_ITS_SAD_XX"
2837,"1035_ITS_ANG_XX"
2838,"1035_ITS_FEA_XX"
2839,"1035_ITS_DIS_XX"
2840,"1035_TSI_NEU_XX"
2841,"1035_TSI_HAP_XX"
2842,"1035_TSI_SAD_XX"
2843,"1035_TSI_ANG_XX"
2844,"1035_TSI_FEA_XX"
2845,"1035_TSI_DIS_XX"
2846,"1035_WSI_NEU_XX"
2847,"1035_WSI_HAP_XX"
2848,"1035_WSI_SAD_XX"
2849,"1035_WSI_ANG_XX"
2850,"1035_WSI_FEA_XX"
2851,"1035_WSI_DIS_XX"
2852,"1036_IEO_NEU_XX"
2853,"1036_IEO_HAP_LO"
2854,"1036_IEO_HAP_MD"
2855,"1036_IEO_HAP_HI"
2856,"1036_IEO_SAD_LO"
2857,"1036_IEO_SAD_MD"
2858,"1036_IEO_SAD_HI"
2859,"1036_IEO_ANG_LO"
2860,"1036_IEO_ANG_MD"
2861,"1036_IEO_ANG_HI"
2862,"1036_IEO_FEA_LO"
2863,"1036_IEO_FEA_MD"
2864,"1036_IEO_FEA_HI"
2865,"1036_IEO_DIS_LO"
2866,"1036_IEO_DIS_MD"
2867,"1036_IEO_DIS_HI"
2868,"1036_TIE_NEU_XX"
2869,"1036_TIE_HAP_XX"
2870,"1036_TIE_SAD_XX"
2871,"1036_TIE_ANG_XX"
2872,"1036_TIE_FEA_XX"
2873,"1036_TIE_DIS_XX"
2874,"1036_IOM_NEU_XX"
2875,"1036_IOM_HAP_XX"
2876,"1036_IOM_SAD_XX"
2877,"1036_IOM_ANG_XX"
2878,"1036_IOM_FEA_XX"
2879,"1036_IOM_DIS_XX"
2880,"1036_IWW_NEU_XX"
2881,"1036_IWW_HAP_XX"
2882,"1036_IWW_SAD_XX"
2883,"1036_IWW_ANG_XX"
2884,"1036_IWW_FEA_XX"
2885,"1036_IWW_DIS_XX"
2886,"1036_TAI_NEU_XX"
2887,"1036_TAI_HAP_XX"
2888,"1036_TAI_SAD_XX"
2889,"1036_TAI_ANG_XX"
2890,"1036_TAI_FEA_XX"
2891,"1036_TAI_DIS_XX"
2892,"1036_MTI_NEU_XX"
2893,"1036_MTI_HAP_XX"
2894,"1036_MTI_SAD_XX"
2895,"1036_MTI_ANG_XX"
2896,"1036_MTI_FEA_XX"
2897,"1036_MTI_DIS_XX"
2898,"1036_IWL_NEU_XX"
2899,"1036_IWL_HAP_XX"
2900,"1036_IWL_SAD_XX"
2901,"1036_IWL_ANG_XX"
2902,"1036_IWL_FEA_XX"
2903,"1036_IWL_DIS_XX"
2904,"1036_ITH_NEU_XX"
2905,"1036_ITH_HAP_XX"
2906,"1036_ITH_SAD_XX"
2907,"1036_ITH_ANG_XX"
2908,"1036_ITH_FEA_XX"
2909,"1036_ITH_DIS_XX"
2910,"1036_DFA_NEU_XX"
2911,"1036_DFA_HAP_XX"
2912,"1036_DFA_SAD_XX"
2913,"1036_DFA_ANG_XX"
2914,"1036_DFA_FEA_XX"
2915,"1036_DFA_DIS_XX"
2916,"1036_ITS_NEU_XX"
2917,"1036_ITS_HAP_XX"
2918,"1036_ITS_SAD_XX"
2919,"1036_ITS_ANG_XX"
2920,"1036_ITS_FEA_XX"
2921,"1036_ITS_DIS_XX"
2922,"1036_TSI_NEU_XX"
2923,"1036_TSI_HAP_XX"
2924,"1036_TSI_SAD_XX"
2925,"1036_TSI_ANG_XX"
2926,"1036_TSI_FEA_XX"
2927,"1036_TSI_DIS_XX"
2928,"1036_WSI_NEU_XX"
2929,"1036_WSI_HAP_XX"
2930,"1036_WSI_SAD_XX"
2931,"1036_WSI_ANG_XX"
2932,"1036_WSI_FEA_XX"
2933,"1036_WSI_DIS_XX"
2934,"1037_IEO_NEU_XX"
2935,"1037_IEO_HAP_LO"
2936,"1037_IEO_HAP_MD"
2937,"1037_IEO_HAP_HI"
2938,"1037_IEO_SAD_LO"
2939,"1037_IEO_SAD_MD"
2940,"1037_IEO_SAD_HI"
2941,"1037_IEO_ANG_LO"
2942,"1037_IEO_ANG_MD"
2943,"1037_IEO_ANG_HI"
2944,"1037_IEO_FEA_LO"
2945,"1037_IEO_FEA_MD"
2946,"1037_IEO_FEA_HI"
2947,"1037_IEO_DIS_LO"
2948,"1037_IEO_DIS_MD"
2949,"1037_IEO_DIS_HI"
2950,"1037_TIE_NEU_XX"
2951,"1037_TIE_HAP_XX"
2952,"1037_TIE_SAD_XX"
2953,"1037_TIE_ANG_XX"
2954,"1037_TIE_FEA_XX"
2955,"1037_TIE_DIS_XX"
2956,"1037_IOM_NEU_XX"
2957,"1037_IOM_HAP_XX"
2958,"1037_IOM_SAD_XX"
2959,"1037_IOM_ANG_XX"
2960,"1037_IOM_FEA_XX"
2961,"1037_IOM_DIS_XX"
2962,"1037_IWW_NEU_XX"
2963,"1037_IWW_HAP_XX"
2964,"1037_IWW_SAD_XX"
2965,"1037_IWW_ANG_XX"
2966,"1037_IWW_FEA_XX"
2967,"1037_IWW_DIS_XX"
2968,"1037_TAI_NEU_XX"
2969,"1037_TAI_HAP_XX"
2970,"1037_TAI_SAD_XX"
2971,"1037_TAI_ANG_XX"
2972,"1037_TAI_FEA_XX"
2973,"1037_TAI_DIS_XX"
2974,"1037_MTI_NEU_XX"
2975,"1037_MTI_HAP_XX"
2976,"1037_MTI_SAD_XX"
2977,"1037_MTI_ANG_XX"
2978,"1037_MTI_FEA_XX"
2979,"1037_MTI_DIS_XX"
2980,"1037_IWL_NEU_XX"
2981,"1037_IWL_HAP_XX"
2982,"1037_IWL_SAD_XX"
2983,"1037_IWL_ANG_XX"
2984,"1037_IWL_FEA_XX"
2985,"1037_IWL_DIS_XX"
2986,"1037_ITH_NEU_XX"
2987,"1037_ITH_HAP_XX"
2988,"1037_ITH_SAD_XX"
2989,"1037_ITH_ANG_XX"
2990,"1037_ITH_FEA_XX"
2991,"1037_ITH_DIS_XX"
2992,"1037_DFA_NEU_XX"
2993,"1037_DFA_HAP_XX"
2994,"1037_DFA_SAD_XX"
2995,"1037_DFA_ANG_XX"
